first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Important_Customer,Age_Category,Tenure_Category,past_3_years_purchase_cat
Leisha,McConway,Female,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,Victoria,Australia,8,NO,Middle_Aged,2,0
Kearney,Cuddehy,Male,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,Queensland,Australia,6,NO,Young,2,8
Shellysheldon,Bichard,Male,96,1954-01-06,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,Queensland,Australia,5,YES,Senior_Citizen,3,9
Reinhard,Oscroft,Male,23,1950-03-18,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,Victoria,Australia,1,YES,Senior_Citizen,3,2
Menard,Venmore,Male,97,1978-04-04,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,New South Wales,Australia,10,NO,Middle_Aged,1,9
Andree,Breeds,Female,31,1954-10-19,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,Victoria,Australia,6,YES,Senior_Citizen,2,3
Kata,Harrop,Female,70,1950-05-04,,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,New South Wales,Australia,10,YES,Senior_Citizen,2,7
Pierrette,Gummie,Female,18,1966-08-04,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,Victoria,Australia,8,YES,Middle_Aged,2,1
Nady,Withinshaw,Female,96,1968-02-17,Database Administrator III,,High Net Worth,N,No,8,7 Brentwood Circle,4000,Queensland,Australia,7,NO,Middle_Aged,1,9
Demott,Mullaly,Male,42,1982-12-15,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,New South Wales,Australia,8,YES,Middle_Aged,2,4
Wendye,Kleinplatz,Female,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,Queensland,Australia,3,NO,Young,2,4
Irvin,Bevans,Male,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,New South Wales,Australia,11,NO,Senior_Citizen,2,8
Madella,Marquiss,Female,51,1976-10-08,VP Marketing,,Affluent Customer,N,No,18,0 Larry Park,3175,Victoria,Australia,8,NO,Middle_Aged,3,5
Austine,Speedy,Female,38,1940-05-23,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,New South Wales,Australia,8,NO,Senior_Citizen,2,3
Wolf,Craft,Male,93,1995-07-19,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,New South Wales,Australia,9,YES,Young,1,9
Aldin,Newsome,Male,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,New South Wales,Australia,9,YES,Middle_Aged,3,2
Sindee,Jasik,Female,18,1942-10-21,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,Queensland,Australia,9,NO,Senior_Citizen,3,1
Truman,Arlett,Male,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,New South Wales,Australia,5,YES,Senior_Citizen,3,5
Gordon,Rewan,Male,42,1988-01-07,Chief Design Engineer,,Mass Customer,N,No,5,91 Calypso Trail,2750,New South Wales,Australia,8,YES,Young,1,4
Israel,Brough,Male,29,1976-10-29,,,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,New South Wales,Australia,7,NO,Middle_Aged,1,2
Leticia,Hovenden,Female,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,Victoria,Australia,9,NO,Young,0,9
Caritta,Compston,Female,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,Victoria,Australia,5,NO,Senior_Citizen,3,8
Annabelle,Hanwell,Female,11,1951-11-28,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,Victoria,Australia,12,NO,Senior_Citizen,3,1
Darryl,Hovee,Female,2,1944-04-28,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,New South Wales,Australia,12,YES,Senior_Citizen,3,0
Orly,Nesbitt,Female,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,Victoria,Australia,6,NO,Middle_Aged,2,0
Margette,Gibard,Female,34,1942-07-06,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,New South Wales,Australia,7,YES,Senior_Citizen,1,3
Nicol,Bertot,Female,25,1977-09-11,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,Victoria,Australia,5,YES,Middle_Aged,3,2
Nobe,Trowsdale,Male,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,Victoria,Australia,3,YES,Middle_Aged,3,1
Stephen,Tittershill,Male,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,Victoria,Australia,11,NO,Young,1,7
Giselbert,Pickring,Male,94,1959-07-28,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,New South Wales,Australia,8,NO,Senior_Citizen,3,9
Shane,Diss,Female,50,1980-10-29,,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,Victoria,Australia,8,YES,Middle_Aged,3,5
Lisette,Davers,Female,59,1940-10-26,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,New South Wales,Australia,11,NO,Senior_Citizen,3,5
Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,Victoria,Australia,4,NO,Senior_Citizen,0,4
Kippar,Whyatt,Male,13,1960-01-21,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,New South Wales,Australia,7,YES,Senior_Citizen,2,1
Xenia,Maleck,Female,41,1960-02-14,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,Victoria,Australia,7,YES,Senior_Citizen,2,4
Essie,Withur,Female,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,Victoria,Australia,7,NO,Senior_Citizen,3,4
Cecil,Gant,Male,52,1976-07-16,,,High Net Worth,N,Yes,9,22435 Barnett Court,2145,New South Wales,Australia,8,YES,Middle_Aged,1,5
Lillis,Eshmade,Female,50,1974-10-12,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,Queensland,Australia,2,NO,Middle_Aged,3,5
Ted,Izacenko,Male,3,1959-08-01,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,Victoria,Australia,10,YES,Senior_Citizen,1,0
Nixie,Shoesmith,Female,45,1956-12-04,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,Queensland,Australia,6,NO,Senior_Citizen,2,4
Briana,Trill,Female,5,1944-03-18,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,New South Wales,Australia,11,NO,Senior_Citizen,2,0
Cobbie,Bruyett,Male,20,1956-03-19,Associate Professor,,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,New South Wales,Australia,8,NO,Senior_Citizen,3,2
Wrennie,Dwelly,Female,23,1940-03-11,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,Victoria,Australia,9,NO,Senior_Citizen,3,2
Sibylla,Kibble,Female,73,1962-08-05,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,New South Wales,Australia,9,NO,Senior_Citizen,2,7
Kariotta,Naper,Female,8,1952-04-07,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,New South Wales,Australia,10,NO,Senior_Citizen,3,0
Wylie,Huntingdon,Male,99,1966-08-11,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,New South Wales,Australia,8,YES,Middle_Aged,3,9
Lizbeth,Garvan,Female,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,New South Wales,Australia,9,NO,Young,0,3
Averil,Ackery,Male,93,1970-09-09,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,New South Wales,Australia,12,YES,Middle_Aged,1,9
Myrtie,Ostrich,Female,70,1996-06-18,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,New South Wales,Australia,7,NO,Young,1,7
Ross,Vidgen,Male,17,1947-12-28,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,Queensland,Australia,9,NO,Senior_Citizen,2,1
Sibby,Skinner,Female,25,1981-05-05,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,Queensland,Australia,7,YES,Middle_Aged,2,2
Selle,Casper,Female,98,1978-03-27,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,New South Wales,Australia,1,YES,Middle_Aged,2,9
Andrew,Froment,Male,58,1977-07-19,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,Victoria,Australia,2,YES,Middle_Aged,1,5
Maurizia,Ritmeyer,Female,95,1980-04-09,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,New South Wales,Australia,6,NO,Middle_Aged,0,9
Keenan,Moriarty,Male,67,1994-12-23,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,Queensland,Australia,8,YES,Young,0,6
Davide,Senten,Male,22,1941-02-23,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,New South Wales,Australia,9,NO,Senior_Citizen,2,2
Renie,Fiveash,Female,92,1992-10-10,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,Queensland,Australia,4,NO,Young,3,9
Willard,Booton,Male,69,1938-09-02,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,New South Wales,Australia,9,YES,Senior_Citizen,1,6
Debby,Balmadier,Female,53,1992-06-24,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,Victoria,Australia,8,YES,Young,1,5
Rockie,MacKibbon,Male,42,1978-04-20,,,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,New South Wales,Australia,8,YES,Middle_Aged,2,4
Harvey,Dwelley,Male,70,1973-08-30,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,New South Wales,Australia,9,NO,Middle_Aged,3,7
Patrice,Pariss,Male,96,1954-06-15,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,Queensland,Australia,5,NO,Senior_Citizen,1,9
Arman,Yakubov,Male,68,1977-10-07,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,New South Wales,Australia,4,NO,Middle_Aged,3,6
Gardiner,Gypps,Male,91,1991-06-01,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,New South Wales,Australia,9,NO,Young,2,9
Cathleen,Le Teve,Female,75,1950-11-06,Recruiting Manager,,High Net Worth,N,No,18,32834 Caliangt Way,4211,Queensland,Australia,3,YES,Senior_Citizen,3,7
Thaddus,Joder,Male,31,1957-12-10,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,New South Wales,Australia,8,NO,Senior_Citizen,1,3
Josepha,Clamp,Female,12,1961-11-03,Marketing Manager,,High Net Worth,N,No,12,2 Harper Junction,2069,New South Wales,Australia,12,YES,Senior_Citizen,2,1
Jillane,Simion,Female,8,1974-07-03,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,Queensland,Australia,3,YES,Middle_Aged,1,0
Lynnell,Shoesmith,Female,44,1981-01-29,Occupational Therapist,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,New South Wales,Australia,8,NO,Middle_Aged,1,4
Mandie,MacAdie,Female,39,1974-12-25,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,New South Wales,Australia,11,YES,Middle_Aged,2,3
Ferdinand,Billie,Male,97,1965-09-04,Chemical Engineer,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,New South Wales,Australia,8,YES,Middle_Aged,1,9
Suzy,Bussens,Female,44,1973-04-29,,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,Queensland,Australia,9,YES,Middle_Aged,2,4
Emeline,Vezey,Female,37,1953-08-07,Dental Hygienist,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,Victoria,Australia,7,YES,Senior_Citizen,3,3
Cissiee,Baylis,Female,99,1951-07-22,Cost Accountant,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,New South Wales,Australia,11,NO,Senior_Citizen,3,9
Roldan,Raybould,Male,27,1975-11-18,Actuary,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,Victoria,Australia,8,YES,Middle_Aged,2,2
Barth,Weare,Male,18,1946-08-22,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,New South Wales,Australia,5,NO,Senior_Citizen,1,1
Alta,Pithcock,Female,64,1999-11-18,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,New South Wales,Australia,7,NO,Young,0,6
Marc,Keunemann,Male,57,1972-09-04,Dental Hygienist,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,New South Wales,Australia,8,NO,Middle_Aged,2,5
Bertine,Smalles,Female,85,1983-12-10,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,Victoria,Australia,8,NO,Middle_Aged,1,8
Wilbert,O'Loughnan,Male,14,1983-05-18,Paralegal,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,Queensland,Australia,9,YES,Middle_Aged,1,1
Seymour,Fellibrand,Male,28,1971-10-11,Structural Analysis Engineer,,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,Queensland,Australia,2,NO,Middle_Aged,3,2
Miran,Runchman,Female,47,1975-07-09,Nurse,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,Queensland,Australia,3,YES,Middle_Aged,3,4
Dorotea,Fenwick,Female,74,1950-10-12,Nurse,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,New South Wales,Australia,11,NO,Senior_Citizen,2,7
Jenny,Massy,Female,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,New South Wales,Australia,2,YES,Middle_Aged,2,8
Hyman,Petrolli,Male,8,1965-09-09,Senior Sales Associate,,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,Victoria,Australia,7,YES,Middle_Aged,0,0
Beatrix,McGivena,Female,26,1966-10-18,Assistant Manager,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,Queensland,Australia,10,YES,Middle_Aged,1,2
Nalani,Hallad,Female,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,Victoria,Australia,9,NO,Young,1,1
Inglebert,Butland,Male,71,1966-01-30,Actuary,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,New South Wales,Australia,9,NO,Middle_Aged,1,7
Brendis,Pineaux,Male,12,1978-01-15,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,New South Wales,Australia,4,NO,Middle_Aged,1,1
Jaimie,Lancastle,Male,71,1972-10-23,VP Marketing,,Mass Customer,N,Yes,5,0 Bay Drive,2750,New South Wales,Australia,8,YES,Middle_Aged,1,7
Glendon,Malham,Male,36,1965-08-21,Web Designer I,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,Victoria,Australia,6,NO,Middle_Aged,3,3
Morganica,Bentke,Female,40,1977-01-03,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,Victoria,Australia,11,NO,Middle_Aged,3,4
Calida,Schaben,Female,54,1969-03-06,Recruiting Manager,,Mass Customer,N,Yes,10,1861 Chive Court,2199,New South Wales,Australia,9,YES,Middle_Aged,2,5
Hallsy,Voysey,Male,83,1970-03-11,Business Systems Development Analyst,,Mass Customer,N,No,16,9 Westerfield Point,3437,Victoria,Australia,9,NO,Middle_Aged,3,8
Lanny,Currall,Male,37,1997-10-23,Developer IV,,High Net Worth,N,Yes,9,3 Redwing Center,2209,New South Wales,Australia,10,NO,Young,1,3
Son,Varney,Male,75,1993-11-02,Analog Circuit Design manager,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,New South Wales,Australia,7,YES,Young,2,7
Bartram,Caltun,Male,28,1956-09-15,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,New South Wales,Australia,11,YES,Senior_Citizen,2,2
Halette,Borsi,Female,60,1961-12-10,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,New South Wales,Australia,9,NO,Senior_Citizen,3,6
Killie,Densie,Male,87,1997-03-28,Environmental Tech,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,New South Wales,Australia,10,NO,Young,2,8
Mandi,Adamsson,Female,40,1992-04-07,Programmer Analyst I,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,Queensland,Australia,5,NO,Young,1,4
Kylila,Basezzi,Female,94,1945-06-11,Assistant Manager,,Mass Customer,N,Yes,9,64 Armistice Point,4217,Queensland,Australia,9,YES,Senior_Citizen,1,9
Yardley,Matten,Male,35,1991-03-06,Junior Executive,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,Queensland,Australia,2,YES,Young,3,3
Shepperd,Leonards,Male,17,1981-04-14,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,New South Wales,Australia,9,YES,Middle_Aged,1,1
Hamel,Curzey,Male,11,1990-04-04,Structural Engineer,,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,Queensland,Australia,7,NO,Young,1,1
Fancie,Woofendell,Female,68,1966-09-17,Research Nurse,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,Queensland,Australia,7,NO,Middle_Aged,1,6
Zebulen,Emtage,Male,52,1963-09-01,Senior Developer,,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,Queensland,Australia,7,NO,Middle_Aged,3,5
Micheil,Fleote,Male,48,1975-09-20,Civil Engineer,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,New South Wales,Australia,9,NO,Middle_Aged,3,4
Cecily,Faircley,Female,42,1947-06-12,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,Queensland,Australia,1,YES,Senior_Citizen,3,4
Glory,Chilcott,Female,49,1939-09-09,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,Queensland,Australia,5,NO,Senior_Citizen,1,4
Sinclair,Wark,Male,68,1974-02-21,Financial Analyst,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,New South Wales,Australia,9,YES,Middle_Aged,2,6
Tomaso,Horsley,Male,97,2001-04-16,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,Victoria,Australia,6,YES,Young,2,9
Gilli,Christophers,Female,70,1948-03-02,Database Administrator IV,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,Queensland,Australia,9,NO,Senior_Citizen,3,7
Errick,Burgin,Male,87,1998-08-19,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,New South Wales,Australia,2,NO,Young,2,8
Damian,Renard,Male,43,1976-07-19,Software Consultant,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,New South Wales,Australia,10,YES,Middle_Aged,1,4
Agnola,Batterson,Female,86,1980-01-03,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,Queensland,Australia,3,YES,Middle_Aged,1,8
Riki,Wandtke,Female,25,1962-05-12,Librarian,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,Queensland,Australia,7,YES,Senior_Citizen,1,2
Mikol,Eck,Male,99,1975-07-25,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,Queensland,Australia,9,YES,Middle_Aged,3,9
Phyllis,Wibberley,Female,7,1971-01-10,Web Designer IV,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,New South Wales,Australia,12,NO,Middle_Aged,2,0
Burt,Vasechkin,Male,33,1950-04-15,Senior Sales Associate,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,Victoria,Australia,2,NO,Senior_Citizen,3,3
Adriana,Saundercock,U,20,,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,Victoria,Australia,7,YES,Senior_Citizen,2,2
Trudie,Phinnessy,Female,45,1960-07-04,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,Victoria,Australia,9,NO,Senior_Citizen,3,4
Frederigo,Cribbott,Male,35,1965-03-15,Social Worker,Health,Mass Customer,N,No,16,42280 Namekagon Crossing,2140,New South Wales,Australia,8,YES,Middle_Aged,3,3
Glenda,Eliet,Female,87,1974-06-17,Quality Control Specialist,,Mass Customer,N,No,12,1 Fordem Way,3844,Victoria,Australia,7,NO,Middle_Aged,2,8
Darb,,Male,80,1969-06-04,Food Chemist,Health,Affluent Customer,N,No,10,780 Bonner Pass,4034,Queensland,Australia,5,YES,Middle_Aged,2,8
Cal,Van den Velde,Male,22,1996-03-18,Senior Sales Associate,Financial Services,Affluent Customer,N,Yes,6,77916 Moland Park,3174,Victoria,Australia,6,NO,Young,1,2
Stephani,Sidsaff,Female,32,1973-09-29,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,00 Southridge Avenue,2036,New South Wales,Australia,11,NO,Middle_Aged,1,3
Meade,Bampton,Male,69,1982-04-25,Health Coach III,Health,High Net Worth,N,No,17,7870 Stuart Crossing,2090,New South Wales,Australia,7,NO,Middle_Aged,3,6
Flore,Cashen,Female,79,1978-06-21,,Health,High Net Worth,N,No,17,4 Vera Pass,2640,New South Wales,Australia,4,NO,Middle_Aged,3,7
Leighton,Firbanks,Male,51,1973-12-22,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,Queensland,Australia,3,NO,Middle_Aged,3,5
Petr,Westman,Male,5,1987-11-02,Nurse Practicioner,Property,Mass Customer,N,No,7,98454 Dapin Park,4556,Queensland,Australia,7,NO,Middle_Aged,1,0
Yorgos,Dewhurst,Male,6,1950-09-09,Software Consultant,Argiculture,Affluent Customer,N,No,16,4 Talmadge Road,4701,Queensland,Australia,1,NO,Senior_Citizen,3,0
Simmonds,Bapty,Male,52,2002-01-04,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,New South Wales,Australia,12,NO,Young,1,5
Hagen,MacCarter,Male,93,1983-02-08,,Entertainment,Affluent Customer,N,Yes,15,7 Ramsey Trail,3172,Victoria,Australia,9,NO,Middle_Aged,3,9
Cazzie,Stanwix,Male,37,1960-10-01,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,Queensland,Australia,7,YES,Senior_Citizen,2,3
Geoff,Gwillym,Male,89,1999-02-22,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,New South Wales,Australia,4,YES,Young,1,8
Simonette,,Female,4,1990-04-06,VP Product Management,Manufacturing,Affluent Customer,N,Yes,6,66 Hoffman Court,2232,New South Wales,Australia,8,YES,Young,1,0
Deirdre,Sturgeon,Female,11,1965-12-22,VP Sales,Retail,Mass Customer,N,Yes,9,7 Sycamore Terrace,2232,New South Wales,Australia,10,NO,Middle_Aged,1,1
Andrea,Pendle,Female,86,1938-08-05,,,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,Queensland,Australia,6,NO,Senior_Citizen,2,8
Juliann,Siemantel,Female,86,1947-12-15,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,Victoria,Australia,8,NO,Senior_Citizen,3,8
Janaye,Eade,Female,23,1984-12-13,Chief Design Engineer,Health,Affluent Customer,N,No,4,2782 Northridge Street,2420,New South Wales,Australia,3,NO,Middle_Aged,0,2
Dylan,Stranio,Male,47,1953-04-02,Project Manager,Manufacturing,High Net Worth,N,Yes,9,3662 Beilfuss Lane,2170,New South Wales,Australia,8,YES,Senior_Citizen,1,4
Mel,Rochford,Female,11,1989-07-23,Assistant Professor,Retail,Mass Customer,N,Yes,4,56334 Vera Crossing,3013,Victoria,Australia,9,NO,Young,0,1
Elvin,Trayhorn,Male,46,1993-06-02,VP Accounting,Financial Services,High Net Worth,N,No,10,79 Sheridan Point,2231,New South Wales,Australia,10,YES,Young,2,4
Dmitri,Viant,U,62,,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,Victoria,Australia,1,YES,Senior_Citizen,1,6
Sonni,Milligan,Female,73,1988-03-05,Budget/Accounting Analyst III,Retail,Mass Customer,N,Yes,14,04769 Dahle Plaza,3170,Victoria,Australia,9,YES,Young,2,7
Kellina,Haygreen,Female,38,1966-01-19,Librarian,Entertainment,Affluent Customer,N,No,18,5731 Bunker Hill Lane,2046,New South Wales,Australia,10,NO,Middle_Aged,3,3
Yuma,Dennick,Male,40,1972-11-10,,Manufacturing,Mass Customer,N,Yes,6,89244 Macpherson Trail,2528,New South Wales,Australia,8,YES,Middle_Aged,1,4
Ashleigh,,Female,46,1996-04-05,Budget/Accounting Analyst III,,Mass Customer,N,Yes,6,922 Utah Avenue,3204,Victoria,Australia,12,YES,Young,1,4
Therese,Brotherhood,Female,30,1981-07-28,Food Chemist,Health,Mass Customer,N,No,10,25044 Bay Avenue,2042,New South Wales,Australia,10,YES,Middle_Aged,2,3
Pansie,Beccero,Female,35,1964-07-07,Software Test Engineer I,Financial Services,Affluent Customer,N,Yes,10,315 Hudson Road,4818,Queensland,Australia,5,NO,Middle_Aged,2,3
Reinaldos,Simmig,Male,55,1955-01-15,Nurse Practicioner,Manufacturing,High Net Worth,N,No,8,6112 Mariners Cove Park,3147,Victoria,Australia,10,NO,Senior_Citizen,1,5
Calhoun,Mussington,Male,98,1992-10-13,Dental Hygienist,Health,Mass Customer,N,No,12,176 Fallview Plaza,2019,New South Wales,Australia,9,NO,Young,2,9
Winn,Wells,Male,66,1994-04-12,Analyst Programmer,Manufacturing,Affluent Customer,N,No,9,544 Pawling Road,2230,New South Wales,Australia,10,YES,Young,1,6
Rafi,Brettelle,Male,89,1956-08-12,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,New South Wales,Australia,10,NO,Senior_Citizen,1,8
Fey,,Female,48,1957-09-04,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,Victoria,Australia,12,NO,Senior_Citizen,2,4
Verne,Loalday,Male,1,1982-03-20,Marketing Assistant,IT,High Net Worth,N,No,7,598 Memorial Place,2082,New South Wales,Australia,10,NO,Middle_Aged,1,0
Eleonora,Wiszniewski,Female,49,1980-04-23,Financial Advisor,Financial Services,Affluent Customer,N,No,9,6227 Quincy Terrace,4740,Queensland,Australia,2,NO,Middle_Aged,1,4
Fayre,Brannigan,Female,32,1992-10-13,Geological Engineer,Manufacturing,Mass Customer,N,Yes,9,31351 Sunbrook Place,2234,New South Wales,Australia,10,NO,Young,1,3
